"","Day","Year","Opponent","GameNumber","Wake_Result","Wake_Rushes","Wake_Rush_Yds","Wake_Rush_TD","Wake_Rush_Lg","Wake_Receptions","Wake_Receptions_Yds","Wake_Receptions_TD","Wake_Receptions_Lg","Wake_Pass_Cmp","Wake_Pass_Att","Wake_Pass_Int","Wake_Pass_Yds","Wake_Pass_TD","Wake_Pass_Lg","Wake_KOR","Wake_KOR_Yds","Wake_KOR_TD","Wake_KOR_Lg","Wake_PR","Wake_PR_Yds","Wake_PR_TD","Wake_PR_LG","Wake_Total_Offense","Wake_Total_Of_Plays","Wake_1st_Downs","Wake_1DRsh","Wake_1DPs","Wake_1DPen","Wake_Solo","Wake_Ast","Wake_Total_Tackles","Wake_TFL","Wake_TFL_Yds","Wake_Sacks","Wake_Sacks_Yds","Wake_FF","Wake_FR","Wake_Fumble_Yds","Wake_Int","Wake_Int_Yds","Wake_QBH","Wake_Brk","Wake_Blk_Kick","Wake_PAT_M","Wake_PAT_Att","Wake_Run","Wake_Rcv","Wake_safety","Wake_Pts","Wake_Punts","Wake_Punts_Yds","Wake_Punts_Avg","Wake_Punts_Lg","Wake_Blkd","Wake_TB","Wake_FB","Wake_50+","Wake_I20","Wake1_FGA","Wake1_FGM","Wake1_Lg","Wake1_Blkd","Wake_Ko","Wake_Ko_Yds","Wake_Ko_Avg","Wake1_TB","Wake_OB","Wake_2gm_TO","Wake_Rush_2gms","Wake_Rush_3gms","Opp_Rushes","Opp_Rushes_Yds","Opp_Rushes_TD","Opp_Rushes_Lg","Opp_Receptions","Opp_Receptions_Yds","Opp_Receptions_TD","Opp_Receptions_Lg","Opp_Pass_Cmp","Opp_Pass_Att","Opp_Pass_Int","Opp_Pass_Yds","Opp_Pass_TD","Opp_Pass_Lg","Opp_KOR","Opp_KOR_Yds","Opp_KOR_TD","Opp_KOR_LG","Opp","Opp.1","Opp_PR_TD","Opp_PR_LG","Opp_Total_Offense","Opp_1st_Downs","Opp_1D-Ru","Opp_1D-Pa","Opp_1D-Pn","Opp_Solo","Opp_Ast","Opp_Total_Tackles","Opp_TFL","Opp_TFL_Yds","Opp_Sacks","Opp_Sacks_Yds","Opp_FF","Opp_FR","Opp_Fumble_Yds","Opp_Int","Opp_Int_Yds","Opp_QBH","Opp_Brk","Opp_Blk_Kick","Opp_PAT_Att","Opp_PAT_M","Opp_Run","Opp_Rcv","Opp_Safety","Opp_Pts","Opp_Punts","Opp_Punts_Yds","Opp_Punts_Avg","Opp_Punts_Lg","Opp_Blkd","Opp_TB","Opp_FC","Opp_50+","Opp_I20","Opp1_FGA","Opp1_FGM","Opp1_Lg","Opp1_Blk","Opp_Ko","Opp_Yds_10","Opp1_Avg","Opp1_TB","Opp_OB","Opp_YPC","Opp_YPA","Opp_Tot_Off_Plays","Opp_YPP","alltimefb_W/L","alltimefb_Score","alltimefb_WFU","alltimefb_Opp","alltimefb_Margin","alltimefb_Calc","alltimefb_ATT","alltimefb_Opp Conf","alltimefb_H A","alltimefb_ACC Rec after for WF","alltimefb_Opp Rec before gm","alltimefb_WF Rank","alltimefb_WF AP","alltimefb_WF Coach","alltimefb_WF CFP","alltimefb_Opp Rank","alltimefb_Opp AP","alltimefb_Opp Coaches Poll","alltimefb_Opp CFP","alltimefb_Notes","alltimefb_WF Record (after)","alltimefb_Coach Rec","alltimefb_Coach","alltimefb_Opp Coach","alltimefb_Pts Combo","alltimefb_OT","alltimefb_Season Win #","alltimefb_Season #","alltimefb_Gm #","alltimefb_Surface","alltimefb_State","alltimefb_Jersey","alltimefb_Pants","alltimefb_Helmet","alltimefb_Game Time","alltimefb_Night","alltimefb_PDF","alltimefb_<17","alltimefb_Temp","alltimefb_Weather","alltimefb_TV","alltimefb_PxP","alltimefb_Analyst","alltimefb_Sideline","alltimefb_Analyst__1","alltimefb_Level","alltimefb_Division","alltimefb_Toss","alltimefb_Choice","alltimefb_Bye","alltimefb_Gm #__1","alltimefb_Check","alltimefb_ACC Opener","alltimefb_ACC Hm Opener","alltimefb_Homecoming","alltimefb_Big 4","alltimefb_0-1L-Nov","alltimefb_Final Play","alltimefb_NFL Stadium","alltimefb_ATW","alltimefb_ATL","alltimefb_ATT__1","alltimefb_AT Pct","alltimefb_Bowl","alltimefb_Discrepancies","alltimefb_Nickname","alltimefb_LINK","alltimefb_Coastal-Atlantic","alltimefb_Starting QB","alltimefb_WF Poss","alltimefb_TD","alltimefb_FG","alltimefb_Punt","alltimefb_L/TO","alltimefb_MFG","alltimefb_Dns","alltimefb_Time","alltimefb_TOT","alltimefb_Opp Dr","alltimefb_TD__1","alltimefb_FG__1","alltimefb_Punt__1","alltimefb_L/TO__1","alltimefb_Dns__1","alltimefb_MFG__1","alltimefb_Time__1","alltimefb_TOT__1","alltimefb_Off Drs","alltimefb_3-and-out","alltimefb_Def Drs","alltimefb_3 and out","alltimefb_Non-Sat","alltimefb_Opp W","alltimefb_Opp L","alltimefb_Opp T","alltimefb_Opp Bowl","alltimefb_Line","alltimefb_TV Viewers","alltimefb_TV rating","alltimefb_Conf gm","alltimefb_1st 3 gms","alltimefb_1st 4 gms","alltimefb_Pts Ald-4","alltimefb_5 gms-PF","alltimefb_30 pt gms","alltimefb_X__1","alltimefb_Upset"
"413","Nov. 1",1986,"CLEMSON",768,"L",27,84,NA,NA,"17","250",NA,NA,"17","47","3","250",NA,NA,5,109,"0",NA,2,0,0,NA,334,74,"16",3,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,302,2,NA,13,193,"2",NA,"13",18,1,"193",2,NA,4,61,0,NA,5,26,0,NA,495,"19",9,"9","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,6.3,"L","20-28",20,28,-8,"L",20370,"ACC","H","1-4","5-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4-4","25-38","Al Groh","Danny Ford",48,NA,NA,7,769,NA,"SC",NA,NA,NA,"1:00",NA,NA,NA,"58","chilly and drizzle",NA,NA,NA,NA,NA,NA,NA,NA,NA,"post",768,NA,NA,NA,NA,NA,NA,NA,NA,NA,"441",NA,NA,NA,NA,"Tigers",NA,NA,"Elkins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,"Gator","7.5",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA
"414","Nov. 8",1986,"DUKE",769,"L",38,194,NA,NA,"22","308",NA,NA,"22","30","0","308",NA,NA,6,70,"0",NA,1,15,0,NA,502,68,"22",8,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,273,3,NA,13,170,"1",NA,"13",24,1,"170",1,NA,6,57,0,NA,3,51,1,NA,443,"26",17,"9","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,5.7,"L","36-38",36,38,-2,"L",36200,"ACC","A","1-5","3-5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4-5","25-39","Al Groh","Steve Sloan",74,NA,NA,8,770,NA,"NC",NA,NA,NA,"1:30",NA,NA,NA,"77","partly sunny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,769,NA,NA,NA,NA,"L",NA,"Duke FG with :07 left",NA,NA,"442",NA,NA,NA,NA,"Blue Devils",NA,NA,"Elkins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.5",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA
"415","Nov. 15",1986,"SOUTH CAROLINA",770,"L",25,50,NA,NA,"18","148",NA,NA,"18","37","2","148",NA,NA,7,151,"0",NA,0,0,0,NA,198,62,"19",5,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,228,2,NA,21,274,"3",NA,"21",29,2,"274",3,NA,1,5,0,NA,5,32,0,NA,502,"28",15,"13","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,6.2,"L","21-48",21,48,-27,"L",64186,"Ind","A",NA,"2-6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4-6","25-40","Al Groh","Joe Morrison",69,NA,NA,10,771,NA,"SC",NA,NA,NA,"1:30",NA,NA,NA,"47","damp and overcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,770,NA,NA,NA,NA,NA,NA,NA,NA,NA,"443",NA,NA,NA,NA,"Gamecocks",NA,NA,"Elkins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","Nov. 22",1986,"GEORGIA TECH",771,"W",44,148,NA,NA,"10","92",NA,NA,"10","17","0","92",NA,NA,3,60,"0",NA,2,10,0,NA,240,61,"17",12,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,192,2,NA,15,147,"1",NA,"15",25,2,"147",1,NA,5,103,0,NA,3,79,0,NA,339,"22",13,"9","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,4.6,"W","24-21",24,21,3,"W",17300,"ACC","H","2-5","5-3-1",NA,NA,NA,NA,NA,NA,NA,NA,"9 Deacs suspended before game","5-6","26-40","Al Groh","Bill Curry",45,NA,1,11,772,NA,"GA",NA,NA,NA,"12:15",NA,NA,NA,"50","sunny and cool",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,771,NA,NA,NA,NA,NA,NA,NA,NA,"297","443","31",0.405317769130999,NA,NA,"Yellow Jackets",NA,NA,"J. Harris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,"Y",NA,NA,NA,NA,"5",NA,NA
"417","Sept. 12",1987,"RICHMOND",772,"W",48,159,NA,NA,"9","120",NA,NA,"9","17","1","120",NA,NA,2,33,"0",NA,4,15,0,NA,279,65,"16",5,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,81,0,NA,14,159,"0",NA,"14",34,2,"159",0,NA,2,33,0,NA,4,15,0,NA,240,"16",5,"7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,3.38,"W","24-0",24,0,24,"W",14250,"Yankee","H",NA,"1-0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1-0","1-0","Bill Dooley","Dal Shealy",24,NA,2,1,773,NA,"VA",NA,NA,NA,"7:00","N",NA,NA,"75","rainy, very wet",NA,NA,NA,NA,NA,NA,"FCS",NA,NA,NA,772,NA,NA,NA,NA,NA,NA,NA,NA,"298",NA,NA,NA,NA,NA,"Spiders",NA,NA,"Elkins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","Sept. 19",1987,"NC STATE",773,"W",60,232,NA,NA,"9","144",NA,NA,"9","21","1","144",NA,NA,1,18,"0",NA,4,26,0,NA,376,81,"23",17,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,92,0,NA,10,130,"0",NA,"10",21,3,"130",0,NA,3,55,0,NA,6,39,0,NA,222,"11",5,"5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,4,"W","21-3",21,3,18,"W",23600,"ACC","H","1-0","0-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-0","2-0","Bill Dooley","Dick Sheridan",24,NA,3,2,774,NA,"NC",NA,NA,NA,"12:00",NA,NA,NA,"80","warm and sunny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,773,NA,"W","W",NA,"W",NA,NA,NA,"299",NA,NA,NA,NA,NA,"Wolfpack",NA,NA,"Elkins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA
"419","Sept. 26",1987,"APPALACHIAN STATE",774,"W",48,199,NA,NA,"13","135",NA,NA,"13","15","3","135",NA,NA,2,27,"0",NA,4,89,1,NA,334,63,"19",13,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,132,0,NA,12,119,"0",NA,"12",26,0,"119",0,NA,4,102,0,NA,1,0,0,NA,251,"15",8,"6","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,3.86,"W","16-12",16,12,4,"W",33400,"SoCon","H",NA,"2-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3-0","3-0","Bill Dooley","Sparky Woods",28,NA,4,3,775,NA,"NC",NA,NA,NA,"7:00","N",NA,NA,"70","calm",NA,NA,NA,NA,NA,NA,"FCS",NA,NA,NA,774,NA,NA,NA,NA,NA,NA,NA,NA,"300",NA,NA,NA,NA,NA,"Mountaineers",NA,NA,"Elkins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL",NA,NA,NA,61,NA,NA,NA,NA,NA,NA
"420","Oct. 3",1987,"ARMY",775,"W",44,140,NA,NA,"15","208",NA,NA,"15","22","1","208",NA,NA,2,40,"0",NA,1,3,0,NA,348,66,"21",9,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,236,1,NA,5,56,"0",NA,"5",7,0,"56",0,NA,2,34,0,NA,2,11,0,NA,290,"19",14,"3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,4.1,"W","17-13",17,13,4,"W",36690,"Ind","A",NA,"2-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4-0","4-0","Bill Dooley","Jim Young",30,NA,5,4,776,NA,"NY",NA,NA,NA,"12:00",NA,NA,NA,"63","cloudy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,775,NA,NA,NA,NA,NA,NA,NA,NA,"301",NA,NA,NA,NA,NA,"Black Knights",NA,NA,"Elkins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,NA,NA,"PK",NA,NA,NA,NA,78,28,NA,NA,NA,NA
"421","Oct. 10",1987,"NORTH CAROLINA",776,"W",44,165,NA,NA,"13","181",NA,NA,"13","25","0","181",NA,NA,3,79,"0",NA,4,32,0,NA,346,69,"18",8,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,113,1,NA,15,200,"1",NA,"15",34,0,"200",1,NA,7,134,0,NA,4,38,0,NA,313,"21",8,"10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,4.29,"W","22-14",22,14,8,"W",50000,"ACC","A","2-0","3-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-0","5-0","Bill Dooley","Dick Crum",36,NA,6,5,777,NA,"NC",NA,NA,NA,"1:00",NA,NA,NA,"75","sunny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,776,NA,NA,NA,NA,"W",NA,NA,NA,"302",NA,NA,NA,NA,NA,"Tar Heels",NA,NA,"Elkins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,"Y",NA,NA,NA,100,NA,NA,NA
"422","Oct. 17",1987,"MARYLAND",777,"L",34,77,NA,NA,"23","173",NA,NA,"23","45","4","173",NA,NA,1,16,"0",NA,5,55,0,NA,250,79,"16",7,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,208,1,NA,9,97,"1",NA,"9",14,0,"97",1,NA,1,10,0,NA,4,42,0,NA,305,"14",11,"3","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,4.49,"L","0-14",0,14,-14,"L",25175,"ACC","H","2-1","2-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-1","5-1","Bill Dooley","Joe Krivak",14,NA,NA,6,778,NA,"MD",NA,NA,NA,"1:00",NA,NA,NA,"70","sunny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,777,NA,NA,NA,NA,NA,NA,NA,NA,NA,"444",NA,NA,NA,NA,"Terrapins",NA,NA,"Elkins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-3.5",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA
"423","Oct. 24",1987,"VIRGINIA",778,"L",32,129,NA,NA,"22","292",NA,NA,"22","43","4","292",NA,NA,5,137,"0",NA,0,0,0,NA,421,75,"24",9,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,218,3,NA,20,220,"1",NA,"20",25,0,"220",1,NA,3,31,0,NA,0,0,0,NA,438,"29",10,"13","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,5.7,"L","21-35",21,35,-14,"L",32500,"ACC","A","2-2","3-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-2","5-2","Bill Dooley","George Welsh",56,NA,NA,7,779,NA,"VA",NA,NA,NA,"7:00","N",NA,NA,"68","clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,778,NA,NA,NA,NA,NA,NA,NA,NA,NA,"445",NA,NA,NA,NA,"Cavaliers",NA,NA,"Elkins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"All-American","-1.5",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA
"424","Oct. 31",1987,"CLEMSON",779,"L",30,86,NA,NA,"17","194",NA,NA,"17","35","3","194",NA,NA,6,96,"0",NA,1,11,0,NA,280,65,"17",8,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,281,3,NA,6,71,"0",NA,"6",9,2,"71",0,NA,3,35,0,NA,3,81,1,NA,352,"22",18,"2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,5.1,"L","17-31",17,31,-14,"L",70000,"ACC","A","2-3","6-1",NA,NA,NA,NA,"14","14",NA,NA,NA,"5-3","5-3","Bill Dooley","Danny Ford",48,NA,NA,8,780,NA,"SC",NA,NA,NA,"1:00",NA,NA,NA,"75","sunny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,779,NA,NA,NA,NA,NA,NA,NA,NA,NA,"446",NA,NA,NA,NA,"Tigers",NA,NA,"Elkins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,NA,"Citrus","17",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA
"425","Nov. 7",1987,"DUKE",780,"W",48,169,NA,NA,"19","197",NA,NA,"19","26","0","197",NA,NA,4,64,"0",NA,2,37,1,NA,366,74,"22",13,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,93,2,NA,15,330,"2",NA,"15",44,1,"330",2,NA,2,44,0,NA,2,11,0,NA,423,"23",5,"14","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,5.7,"W","30-27",30,27,3,"W",23500,"ACC","H","3-3","4-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6-3","6-3","Bill Dooley","Steve Spurrier",57,NA,1,9,781,NA,"NC",NA,NA,NA,"1:00",NA,NA,NA,"58","sunny, breezy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,780,NA,NA,NA,"X","W",NA,NA,NA,"303",NA,NA,NA,NA,NA,"Blue Devils",NA,NA,"Elkins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,NA,NA,"PK",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA
"426","Nov. 14",1987,"SOUTH CAROLINA",781,"L",18,3,NA,NA,"9","63",NA,NA,"9","25","3","63",NA,NA,6,119,"0",NA,1,7,0,NA,66,43,"4",1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,239,2,NA,20,212,"1",NA,"20",37,2,"212",1,NA,1,28,0,NA,4,17,0,NA,451,"24",14,"9","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,5.2,"L","0-30",0,30,-30,"L",34720,"Ind","H",NA,"6-2",NA,NA,NA,NA,"14","14",NA,NA,NA,"6-4","6-4","Bill Dooley","Joe Morrison",30,NA,NA,10,782,NA,"SC",NA,NA,NA,"1:00",NA,NA,NA,"65","fair",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,781,NA,NA,NA,NA,NA,NA,NA,NA,NA,"447",NA,NA,NA,NA,"Gamecocks",NA,NA,"Elkins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
