Class,Pos,"Name (last, first)",Year,Gms,Solo,Asst,Total,TFL,Yds,Sacks,Yds,Int,Yds,ITD,PBU,QBH,FR,Yd,FF,Blk Kick,Safety,Total Check,Diff,PDF,Tkls/Gm,Tm Rank,PDF
SO,DB,"Chavis, Kenyon",1995,5,11,8,19,0.0,0,0,0,1,0,,0,,0,,0,,,19,0,1,3.8,,1
SO,LB,"Mannon, Jon",1995,1,2,1,3,0.0,0,0,0,0,0,,0,,0,,0,,,3,0,0,3.0,,0
RS,LB,"Moses, Kelvin",1995,11,72,33,105,11.0,38,1,5,0,0,,0,,2,,2,,,105,0,0,9.5,,0
RS,DB,"Muyres, Jeffrey",1995,11,41,28,69,5.0,23,1,11,0,0,,3,,0,,1,,,69,0,3,6.3,,3
RS,DB,"Daniel, Dameon",1995,8,13,10,23,0.0,0,0,0,0,0,,0,,1,,0,,,23,0,0,2.9,,0
RS,LB,"Makovec, Mark",1995,11,11,9,20,1.0,1,0,0,0,0,,0,,0,,0,,,20,0,0,1.8,,0
Jr,DB,"Suber, Terrence",1995,10,27,40,67,3.0,12,1,6,0,0,,2,,0,,0,,,67,0,2,6.7,,2
Jr,DB,"Griffey, Major",1995,11,24,4,28,0.0,0,0,0,1,26,,3,,0,,0,,,28,0,4,2.5,,4
Jr,DB,"Stuetzer, Tom",1995,11,15,6,21,3.0,38,0,0,2,17,,0,,0,,0,,,21,0,2,1.9,,2
Jr,DE,"Gragg, Harold",1995,11,9,9,18,3.0,9,1,7,0,0,,1,,2,,0,,,18,0,1,1.6,,1
Jr,DT,"Simpkins, Jerome",1995,9,11,4,15,0.0,0,0,0,0,0,,0,,0,,0,,,15,0,0,1.7,,0
JR,DT,"Vaughan, Steve",1995,3,0,2,2,0.0,0,0,0,0,0,,0,,0,,0,,,2,0,0,0.7,,0
Fr,DB,"Parrish, DaLawn",1995,9,39,17,56,4.0,9,2,6,0,0,,2,,1,,1,,,56,0,2,6.2,,2
Fr,DE,"Taylor, Rufus",1995,10,19,11,30,2.0,12,1,8,0,0,,0,,1,,0,,,30,0,0,3.0,,0
Fr,DE,"Jones, Kelvin",1995,11,13,9,22,4.0,20,2,18,0,0,,0,,0,,0,,,22,0,0,2.0,,0
FR,DB,"Wagner, Spencer",1995,2,5,1,6,0.0,0,0,0,0,0,,0,,0,,1,,,6,0,0,3.0,,0
Sr,LB,"Giles, Kevin",1994,11,99,23,122,4.0,9,0,0,0,0,,2,,5,,3,,,122,0,2,11.1,1,2
Sr,DB,"Goodpasture, Richard",1994,11,62,36,98,1.0,1,0,0,1,47,,3,,1,,3,,,98,0,4,8.9,,4
Sr,LB,"Neubeiser, Mike",1994,10,39,21,60,1.0,1,0,0,1,55,,1,,0,,0,,,60,0,2,6.0,,2
Sr,LB,"Gravely, Maurice",1994,8,29,16,45,2.0,17,1,10,1,7,,5,,0,,3,,,45,0,6,5.6,,6
Sr,DE,"Quander, Jimmy",1994,11,28,17,45,7.0,37,3,19,0,0,,3,,1,,0,,,45,0,3,4.1,,3
SR,DT,"Taylor, Semmajh",1994,9,2,3,5,0.0,0,0,0,0,0,,0,,0,,0,,,5,0,0,0.6,,0
So,DB,"Suber, Terrence",1994,8,38,25,63,0.0,0,0,0,0,0,,3,,0,,0,,,63,0,3,7.9,,3
So,DE,"Gragg, Harold",1994,11,33,9,42,7.0,28,3,16,0,0,,0,,0,,1,,,42,0,0,3.8,1,0
SO,LB,"Harrison, LaDwaun",1994,11,14,23,37,4.0,11,0,0,0,0,,1,,0,,0,,,37,0,1,3.4,,1
So,DB,"Griffey, Major",1994,11,25,7,32,1.0,2,0,0,1,18,,5,,0,,0,,,32,0,6,2.9,,6
SO,DT,"Vaughan, Steve",1994,11,19,9,28,6.0,20,2,12,0,0,,0,,1,,2,,,28,0,0,2.5,,0
So,DB,"Stuetzer, Tom",1994,5,14,12,26,0.0,0,0,0,0,0,,0,,0,,0,,,26,0,0,5.2,,0
SO,DE,"Meeker, Rob",1994,7,4,1,5,1.0,4,0,0,0,0,,0,,0,,1,,,5,0,0,0.7,,0
So,DT,"Simpkins, Jerome",1994,2,1,1,2,0.0,0,0,0,0,0,,0,,0,,0,,,2,0,0,1.0,,0
RS,DE,"Fatzinger, Robert",1994,11,19,9,28,2.0,7,1,6,0,0,,0,,0,,0,,,28,0,0,2.5,,0
RS,DT,"Joyner, Aljamont",1994,4,7,2,9,2.0,11,1,10,0,0,,0,,0,,0,,,9,0,0,2.3,,0
JR,LB,"Grace, Tucker",1994,11,66,24,90,9.0,30,1,19,1,0,,1,,1,,0,,,90,0,2,8.2,,2
Jr,DE,"Gardner, Rick",1994,11,46,23,69,3.0,7,1,2,0,0,,0,,0,,3,,,69,0,0,6.3,,0
Jr,DB,"Sockwell, Alexis",1994,11,38,19,57,3.0,23,2,22,1,4,,1,,1,,0,,,57,0,2,5.2,,2
Jr,DB,"Morehead, Brent",1994,11,42,9,51,0.0,0,0,0,2,11,,6,,0,,0,,,51,0,8,4.6,,8
JR,LB,"Holcomb, Jones",1994,9,11,14,25,3.0,10,0,0,0,0,,0,,0,,0,,,25,0,0,2.8,,0
JR,LB-LS,"Crowder, Austin",1994,1,2,0,2,0.0,0,0,0,0,0,,0,,0,,0,,,2,0,0,2.0,,0
Fr,LB,"Mannon, Jon",1994,11,25,14,39,1.0,1,0,0,1,0,,0,,0,,0,,,39,0,1,3.5,,1
FR,DB,"Chavis, Kenyon",1994,11,20,17,37,0.0,0,0,0,0,0,,0,,0,,1,,,37,0,0,3.4,,0
Fr,LB,"Zadel, David",1994,11,22,10,32,0.0,0,0,0,0,0,,0,,3,,0,,,32,0,0,2.9,,0
Fr,DB,"Solomon, D'Angelo",1994,9,11,11,22,0.0,0,0,0,1,25,,1,,0,,0,,,22,0,2,2.4,,2
FR,DL,"Hyman, Rob",1994,6,4,2,6,0.0,0,0,0,0,0,,0,,0,,0,,,6,0,0,1.0,,0
Fr,LB,"Moses, Kelvin",1994,2,0,3,3,0.0,0,0,0,0,0,,1,,0,,0,,,3,0,1,1.5,,1
Sr,DL,"Booe, Dred",1993,11,55,21,76,18.0,53,3,18,0,0,,3,,2,,0,,,76,0,3,6.9,,3
Sr,DE,"Williams, Jay",1993,11,41,16,57,7.0,48,5,45,0,0,,0,,2,,0,,,57,0,0,5.2,,0
SR,DB,"Cole, Kevin",1993,7,25,11,36,0.0,0,0,0,1,2,,4,,0,,0,,,36,0,5,5.1,,5
Sr,LB,"Reynolds, Diron",1993,11,17,7,24,3.0,10,1,4,1,29,,0,,0,,0,,,24,0,1,2.2,,1
SR,LB,"Hart, Gleen",1993,1,0,1,1,0.0,0,0,0,0,0,,0,,0,,0,,,1,0,0,1.0,,0
SO,LB,"Grace, Tucker",1993,11,58,25,83,4.0,13,1,5,1,32,,1,,0,,2,,,83,0,2,7.5,,2
So,DB,"Morehead, Brent",1993,9,29,14,43,1.0,10,0,0,2,3,,5,,1,,0,,,43,0,7,4.8,,7
SO,LB,"Johnson, Tim",1993,8,19,21,40,2.0,13,0,0,0,0,,1,,0,,0,,,40,0,1,5.0,,1
So,DB,"Sockwell, Alexis",1993,10,24,13,37,0.0,0,0,0,1,0,,2,,2,,0,,,37,0,3,3.7,,3
So,DE,"Gardner, Rick",1993,11,17,11,28,0.0,0,0,0,0,0,,0,,0,,0,,,28,0,0,2.5,,0
SO,DB,"Gudger, Sherron",1993,6,15,5,20,0.0,0,0,0,0,0,,0,,0,,0,,,20,0,0,3.3,,0
SO,LB,"Holcomb, Jones",1993,6,9,6,15,0.0,0,0,0,0,0,,0,,0,,0,,,15,0,0,2.5,,0
SO,LB-LS,"Crowder, Austin",1993,1,4,1,5,0.0,0,0,0,0,0,,0,,0,,0,,,5,0,0,5.0,,0
SO,DT,"Mason, Andre",1993,3,3,2,5,0.0,0,0,0,0,0,,0,,0,,0,,,5,0,0,1.7,,0
SO,LB,"Kinney, George",1993,1,3,1,4,0.0,0,0,0,0,0,,0,,0,,0,,,4,0,0,4.0,,0
RS,DB,"Stuetzer, Tom",1993,10,36,19,55,0.0,0,0,0,4,19,,1,,0,,0,,,55,0,5,5.5,,5
RS,DE,"Gragg, Harold",1993,11,15,15,30,4.0,18,3,15,0,0,,2,,0,,0,,,30,0,2,2.7,,2
RS,DB,"Griffey, Major",1993,8,19,8,27,1.0,1,0,0,2,3,,4,,0,,1,,,27,0,6,3.4,,6
RS,DB,"Harrison, LaDwaun",1993,7,7,2,9,0.0,0,0,0,0,0,,0,,0,,0,,,9,0,0,1.3,,0
RS,DT,"Vaughan, Steve",1993,7,3,1,4,1.0,5,0,0,0,0,,0,,0,,0,,,4,0,0,0.6,,0
Jr,LB,"Giles, Kevin",1993,10,78,34,112,6.0,13,1,1,1,0,,2,,0,,4,,,112,0,3,11.2,1,3
Jr,DB,"Goodpasture, Richard",1993,11,31,28,59,1.0,8,0,0,0,0,,1,,0,,1,,,59,0,1,5.4,,1
Jr,LB,"Quander, Jimmy",1993,11,20,23,43,2.0,7,1,4,0,0,,1,,1,,0,,,43,0,1,3.9,,1
Jr,LB,"Neubeiser, Mike",1993,11,21,9,30,0.0,0,0,0,0,0,,2,,0,,2,,,30,0,2,2.7,,2
JR,DE,"Taylor, Semmajh",1993,11,18,11,29,5.0,25,4,23,0,0,,0,,0,,1,,,29,0,0,2.6,,0
Jr,,"Gravely, Maurice",1993,7,23,6,29,3.0,9,1,3,0,0,,0,,0,,1,,,29,0,0,4.1,,0
JR,DB,"Hailstock, Tim",1993,5,6,4,10,0.0,0,0,0,0,0,,0,,0,,0,,,10,0,0,2.0,,0
JR,DT,"Williams, Scott",1993,3,1,1,2,1.0,5,1,5,0,0,,0,,0,,0,,,2,0,0,0.7,,0
Fr,DB,"Suber, Terrence",1993,8,24,19,43,0.0,0,0,0,0,0,,2,,0,,0,,,43,0,2,5.4,,2
FR,DB,"Bonilla, Nelson",1993,6,15,12,27,3.0,12,1,9,1,0,,0,,1,,0,,,27,0,1,4.5,,1
Fr,DT,"Simpkins, Jerome",1993,9,5,3,8,1.0,1,1,1,0,0,,0,,0,,0,,,8,0,0,0.9,,0
Sr,DE,"Miller, Maurice",1992,11,62,25,87,15.0,101,9,89,1,35,,2,,0,,2,0,,87,0,3,7.9,,3
Sr,DB,"Scales, Lamont",1992,11,57,27,84,0.0,0,0,0,1,0,,7,,1,,3,0,,84,0,8,7.6,,8
Sr,LB,"Shelhamer, Scott",1992,11,27,47,74,2.0,2,0,0,0,0,,2,,1,,2,0,,74,0,2,6.7,,2
SR,DE,"McCrary, Mike",1992,11,58,16,74,23.0,125,15,108,0,0,,1,,0,,2,0,,74,0,1,6.7,,1
Sr,DB,"Lambert, Ron",1992,11,50,22,72,3.0,11,1,8,2,15,,7,,1,,1,0,,72,0,9,6.5,,9
SR,LB,"VanHyfte, Ted",1992,11,25,37,62,0.0,0,0,0,0,0,,0,,1,,1,0,,62,0,0,5.6,,0
Sr,DB,"Coghill, George",1992,11,42,11,53,2.0,2,0,0,4,87,,9,,2,,2,1,,53,0,13,4.8,,13
Sr,DE,"Thompson, Rudy",1992,11,35,11,46,6.0,24,4,22,0,0,,1,,2,,1,0,,46,0,1,4.2,,1
So,LB,"Giles, Kevin",1992,10,49,67,116,5.0,26,4,25,0,0,,1,,0,,2,0,,116,0,1,11.6,1,1
So,DB,"Goodpasture, Richard",1992,8,39,21,60,4.0,10,1,6,0,0,,0,,0,,1,0,,60,0,0,7.5,,0
So,DB,"Gravely, Maurice",1992,5,8,11,19,0.0,0,0,0,0,0,,1,,0,,0,0,,19,0,1,3.8,,1
So,DE,"Hall, Willie",1992,8,4,7,11,0.0,0,0,0,0,0,,1,,0,,1,0,,11,0,1,1.4,,1
SO,DE,"Williams, Scott",1992,8,6,2,8,0.0,0,0,0,0,0,,0,,0,,0,0,,8,0,0,1.0,,0
So,LB,"Neubeiser, Mike",1992,4,3,3,6,0.0,0,0,0,0,0,,0,,0,,0,0,,6,0,0,1.5,,0
So,DE,"Quander, Jimmy",1992,6,3,2,5,0.0,0,0,0,0,0,,0,,0,,0,0,,5,0,0,0.8,,0
So,DL,"Alston, Ryan",1992,2,1,0,1,0.0,0,0,0,0,0,,0,,0,,0,0,,1,0,0,0.5,,0
RS,DE,"Morehead, Brent",1992,10,8,2,10,0.0,0,0,0,0,0,,1,,3,,0,0,,10,0,1,1.0,,1
RS,DL,"Gardner, Rick",1992,9,2,4,6,1.0,5,1,5,0,0,,0,,1,,0,0,,6,0,0,0.7,,0
RS,DL,"Bontemps, Arna",1992,10,4,1,5,2.0,8,1,7,1,0,,0,,0,,0,0,,5,0,1,0.5,,1
RS,DL,"Mason, Andre",1992,7,2,3,5,1.0,2,0,0,0,0,,0,,0,,0,0,,5,0,0,0.7,,0
RS,DE,"Williams, Bryan",1992,4,2,2,4,2.0,8,1,6,0,0,,0,,1,,0,0,,4,0,0,1.0,,0
Jr,DL,"Booe, Dred",1992,11,53,17,70,10.0,31,5,24,0,0,,2,,0,,0,0,,70,0,2,6.4,,2
Jr,DL,"Williams, Jay",1992,11,30,12,42,7.0,24,3,16,0,0,,2,,2,,1,1,,42,0,2,3.8,,2
Jr,DB,"Cole, Kevin",1992,8,21,10,31,1.0,8,0,0,4,20,,2,,1,,1,0,,31,0,6,3.9,,6
Jr,LB,"Reynolds, Diron",1992,6,8,11,19,0.0,0,0,0,0,0,,0,,0,,0,0,,19,0,0,3.2,,0
Jr,DE,"Hart, Gleen",1992,7,8,3,12,0.0,0,0,0,0,0,,0,,0,,0,0,,11,-1,0,1.7,,0
JR,DL,"Jackson, Danny",1992,1,1,0,1,0.0,0,0,0,0,0,,0,,0,,1,0,,1,0,0,1.0,,0
FR,DB,"Johnson, Tim",1992,5,13,4,17,1.0,5,1,5,0,0,,0,,0,,0,0,,17,0,0,3.4,,0
Fr,DB,"Sockwell, Alexis",1992,4,2,0,2,0.0,0,0,0,0,0,,0,,0,,0,0,,2,0,0,0.5,,0
,,"Robertson, Ulysees",1992,5,2,0,2,0.0,0,0,0,0,0,,0,,0,,0,0,,2,0,0,0.4,,0
Sr,DB,"France, Darrell",1991,,43,22,65,0.0,0,0,0,0,0,,1,,1,,0,,,65,0,1,#DIV/0!,,1
Sr,DL,"Mitchell, Marvin",1991,,31,8,39,2.0,6,1,5,0,0,,1,,0,,1,,,39,0,1,#DIV/0!,,1
Sr,DL,"Hollifield, Aubrey",1991,,30,9,39,8.0,11,0,0,0,0,,0,,0,,0,,,39,0,0,#DIV/0!,,0
SR,DB,"Hollis, Tony",1991,,18,19,37,2.0,10,0,0,0,0,,0,,1,,0,,,37,0,0,#DIV/0!,,0
Sr,DL,"Brody, Tryg",1991,,18,5,23,3.0,17,1,14,0,0,,0,,0,,0,,,23,0,0,#DIV/0!,,0
Sr,LB,"Dickerson, Marvin",1991,,9,14,23,0.0,0,0,0,0,0,,0,,0,,0,,,23,0,0,#DIV/0!,,0
SR,DB,"Stackhouse, Mark",1991,,9,4,13,0.0,0,0,0,0,0,,0,,0,,0,,,13,0,0,#DIV/0!,,0
So,DL,"Booe, Dred",1991,,24,9,33,1.0,2,0,0,0,0,,3,,0,,3,,,33,0,3,#DIV/0!,,3
So,LB,"Reynolds, Diron",1991,,16,13,29,0.0,0,0,0,0,0,,1,,3,,0,,,29,0,1,#DIV/0!,,1
So,DL,"Williams, Jay",1991,,15,6,21,1.0,1,0,0,0,0,,0,,0,,0,,,21,0,0,#DIV/0!,,0
So,DB,"Cole, Kevin",1991,,12,8,20,0.0,0,0,0,0,0,,0,,0,,0,,,20,0,0,#DIV/0!,,0
So,WB,"Hart, Gleen",1991,,11,5,16,1.0,6,0,0,1,77,,0,,0,,1,,,16,0,1,#DIV/0!,,1
So,TB,"Moultrie, Ned",1991,,2,1,3,0.0,0,0,0,0,0,,0,,0,,0,,,3,0,0,#DIV/0!,,0
So,DL,"Courter, Scott",1991,,0,2,2,0.0,0,0,0,0,0,,0,,0,,0,,,2,0,0,#DIV/0!,,0
So,LB,"Small, Drew",1991,,1,0,1,0.0,0,0,0,0,0,,0,,0,,0,,,1,0,0,#DIV/0!,,0
RS,LB,"Neubeiser, Mike",1991,,21,26,47,0.0,0,0,0,0,0,,2,,1,,0,,,47,0,2,#DIV/0!,,2
RS,DB,"Gravely, Maurice",1991,,29,11,40,8.0,36,3,31,0,0,,2,,1,,1,,,40,0,2,#DIV/0!,,2
RS,FB,"Alston, Ryan",1991,,19,10,29,0.0,0,0,0,0,0,,0,,0,,0,,,29,0,0,#DIV/0!,,0
RS,LB,"Taylor, Wendell",1991,,7,5,12,0.0,0,0,0,0,0,,1,,0,,0,,,12,0,1,#DIV/0!,,1
RS,DE,"Quander, Jimmy",1991,,4,4,8,0.0,0,0,0,0,0,,0,,0,,1,,,8,0,0,#DIV/0!,,0
Jr,DE,"Miller, Maurice",1991,10,63,28,91,1.0,6,1,6,1,7,,3,,1,,0,,,91,0,4,9.1,1,4
Jr,LB,"Shelhamer, Scott",1991,9,42,46,88,4.0,7,0,0,0,0,,1,,0,,0,,,88,0,1,9.8,,1
Jr,DB,"Lambert, Ron",1991,11,47,28,75,2.0,3,0,0,2,23,,4,,0,,0,,,75,0,6,6.8,,6
Jr,DE,"McCrary, Mike",1991,11,46,28,74,16.0,86,10,66,0,0,,0,,1,,3,,,74,0,0,6.7,,0
Jr,DB,"Coghill, George",1991,,40,14,54,0.0,0,0,0,4,12,,6,,0,,1,,,54,0,10,#DIV/0!,,10
Jr,DN,"Scales, Lamont",1991,,19,13,32,0.0,0,0,0,0,0,,0,,0,,0,,,32,0,0,#DIV/0!,,0
Jr,DE,"Thompson, Rudy",1991,,12,13,25,4.0,40,4,40,0,0,,0,,0,,0,,,25,0,0,#DIV/0!,,0
Jr,LB,"VanHyfte, Ted",1991,,6,11,17,1.0,2,0,0,0,0,,0,,0,,0,,,17,0,0,#DIV/0!,,0
Jr,DE,"Coles, Anthony",1991,,5,4,9,1.0,10,1,10,0,0,,0,,0,,0,,,9,0,0,#DIV/0!,,0
Jr,DB,"Jordan, Larry",1991,,3,0,3,0.0,0,0,0,0,0,,0,,0,,0,,,3,0,0,#DIV/0!,,0
Fr,LB,"Giles, Kevin",1991,11,27,30,57,1.0,1,0,0,1,3,,2,,0,,0,,,57,0,3,5.2,,3
Fr,DB,"Hailstock, Tim",1991,,8,5,13,0.0,0,0,0,0,0,,0,,0,,0,,,13,0,0,#DIV/0!,,0
Fr,TB,"Goodpasture, Richard",1991,,4,1,5,0.0,0,0,0,0,0,,0,,1,,0,,,5,0,0,#DIV/0!,,0
FR,DE,"Williams, Scott",1991,,3,1,4,1.0,6,1,6,0,0,,0,,0,,0,,,4,0,0,#DIV/0!,,0
Fr,DL,"Austin, Josh",1991,,1,2,3,0.0,0,0,0,0,0,,0,,0,,0,,,3,0,0,#DIV/0!,,0
Sr,DL,"Smith, Mike",1990,,47,8,55,8.0,50,5,44,0,0,,0,,2,,1,,,55,0,0,#DIV/0!,,0
Sr,LB,"Belin, Levern",1990,,28,25,53,2.0,5,0,0,0,0,,1,,0,,0,,,53,0,1,#DIV/0!,,1
Sr,LB,"Belin, Warren",1990,,20,14,34,2.0,8,1,6,1,8,,0,,1,,0,,,34,0,1,#DIV/0!,,1
SR,DB,"Brown, Dwayne",1990,,13,10,23,0.0,0,0,0,0,0,,0,,1,,0,,,23,0,0,#DIV/0!,,0
SR,LB,"Rice, Jerome",1990,,3,13,16,0.0,0,0,0,0,0,,0,,0,,0,,,16,0,0,#DIV/0!,,0
So,DE,"Miller, Maurice",1990,,48,32,80,3.0,6,0,0,0,0,,2,,1,,3,,,80,0,2,#DIV/0!,,2
So,DB,"Lambert, Ron",1990,,47,23,70,1.0,1,0,0,2,30,,5,,1,,0,,,70,0,7,#DIV/0!,,7
So,DB,"Coghill, George",1990,,50,17,67,1.0,1,1,1,4,39,,2,,0,,1,,,67,0,6,#DIV/0!,,6
So,LB,"Shelhamer, Scott",1990,,35,30,65,1.0,1,0,0,1,0,,0,,1,,1,,,65,0,1,#DIV/0!,,1
So,DB,"Scales, Lamont",1990,,37,16,53,0.0,0,0,0,0,0,,1,,2,,0,,,53,0,1,#DIV/0!,,1
SO,DE,"McCrary, Mike",1990,9,22,23,45,6.0,46,5,43,0,0,,1,,2,,1,,,45,0,1,5.0,,1
SO,DE,"Lassiter, Deke",1990,,17,5,22,2.0,8,1,7,0,0,,1,,0,,0,,,22,0,1,#DIV/0!,,1
So,DE,"Thompson, Rudy",1990,,16,6,22,1.0,4,1,4,0,0,,0,,0,,0,,,22,0,0,#DIV/0!,,0
So,DE,"Coles, Anthony",1990,,11,10,21,2.0,10,1,8,0,0,,0,,0,,1,,,21,0,0,#DIV/0!,,0
SO,DE,"Simmons, Terrell",1990,,8,11,19,0.0,0,0,0,0,0,,0,,1,,2,,,19,0,0,#DIV/0!,,0
SO,DB,"Jordan, Larry",1990,,1,3,4,0.0,0,0,0,0,0,,0,,0,,0,,,4,0,0,#DIV/0!,,0
So,DL,"Coleman, Ben",1990,,1,0,1,1.0,2,0,0,0,0,,0,,0,,0,,,1,0,0,#DIV/0!,,0
RS,LB,"Reynolds, Diron",1990,,40,37,77,0.0,0,0,0,1,16,,2,,0,,2,,,77,0,3,#DIV/0!,,3
RS,DB,"Robertson, Ulysees",1990,,13,5,18,0.0,0,0,0,0,0,,0,,0,,0,,,18,0,0,#DIV/0!,,0
RS,DL,"Booe, Dred",1990,,10,6,16,1.0,3,0,0,0,0,,0,,0,,0,,,16,0,0,#DIV/0!,,0
RS,LB,"Small, Drew",1990,,8,2,10,1.0,2,0,0,0,0,,0,,0,,0,,,10,0,0,#DIV/0!,,0
RS,DL,"Strayhorn, Kharim",1990,,1,2,3,0.0,0,0,0,0,0,,0,,0,,0,,,3,0,0,#DIV/0!,,0
Jr,DL,"Brody, Tryg",1990,,46,14,60,15.0,69,6,50,0,0,,0,,1,,0,,,60,0,0,#DIV/0!,,0
JR,DB,"Stackhouse, Mark",1990,,34,18,52,0.0,0,0,0,3,19,,4,,0,,0,,,52,0,7,#DIV/0!,,7
JR,DB,"Hollis, Tony",1990,,28,17,45,1.0,1,0,0,1,12,,1,,3,,1,,,45,0,2,#DIV/0!,,2
Jr,DL,"Hollifield, Aubrey",1990,,30,13,43,5.0,16,1,4,0,0,,0,,1,,2,,,43,0,0,#DIV/0!,,0
JR,DB,"Singletary, Terrence",1990,,13,3,16,0.0,0,0,0,1,11,,0,,0,,0,,,16,0,1,#DIV/0!,,1
FR,LB,"Hall, Willie",1990,,5,10,15,0.0,0,0,0,0,0,,0,,0,,0,,,15,0,0,#DIV/0!,,0
Fr,DL,"Williams, Jay",1990,,5,2,7,0.0,0,0,0,0,0,,0,,0,,0,,,7,0,0,#DIV/0!,,0
SR,LB,"Hogue, Rodney",1989,,33,31,64,1.0,2,0,0,0,0,,1,,2,,0,,,64,0,1,#DIV/0!,,1
Sr,DE,"DuBose, James",1989,,34,21,55,3.0,7,0,0,1,1,,5,,1,,0,,,55,0,6,#DIV/0!,,6
Sr,DL,"Smith, Terry",1989,,37,13,50,5.0,8,0,0,0,0,,2,,0,,1,,,50,0,2,#DIV/0!,,2
SR,DE,"Middleton, Todd",1989,,26,23,49,7.0,39,3,24,1,0,,2,,0,,1,,,49,0,3,#DIV/0!,,3
SR,LB,"Smith, Chris",1989,,10,10,20,3.0,13,1,13,0,0,,0,,0,,0,,,20,0,0,#DIV/0!,,0
SO,DB,"Hollis, Tony",1989,,24,34,58,0.0,0,0,0,0,0,,9,,0,,0,,,58,0,9,#DIV/0!,,9
SO,DB,"Stackhouse, Mark",1989,,9,21,30,0.0,0,0,0,0,0,,1,,0,,0,,,30,0,1,#DIV/0!,,1
So,DT,"Hollifield, Aubrey",1989,,14,9,23,1.0,1,0,0,0,0,,0,,0,,0,,,23,0,0,#DIV/0!,,0
SO,DB,"Singletary, Terrence",1989,,6,15,21,0.0,0,0,0,0,0,,0,,0,,0,,,21,0,0,#DIV/0!,,0
So,DT,"Brody, Tryg",1989,,9,2,11,0.0,0,0,0,0,0,,0,,0,,0,,,11,0,0,#DIV/0!,,0
SO,DB,"Burrell, Adam",1989,,7,3,10,0.0,0,0,0,0,0,,0,,0,,1,,,10,0,0,#DIV/0!,,0
SO,NG,"Brown, Terrance",1989,,2,0,2,1.0,4,0,0,0,0,,0,,0,,0,,,2,0,0,#DIV/0!,,0
RS FR,DB,"Coghill, George",1989,,37,25,62,1.0,3,0,0,0,0,,17,,1,,0,,,62,0,17,#DIV/0!,,17
RS,DN,"Scales, Lamont",1989,11,62,80,142,0.0,0,0,0,3,28,,10,,1,,3,,,142,0,13,12.9,1,13
RS,DE,"Miller, Maurice",1989,,19,12,31,2.0,5,0,0,0,0,,0,,0,,0,,,31,0,0,#DIV/0!,,0
RS,DB,"Jordan, Larry",1989,,1,3,4,0.0,0,0,0,0,0,,0,,0,,0,,,4,0,0,#DIV/0!,,0
Jr,LB,"Belin, Warren",1989,,47,33,80,2.0,4,0,0,0,0,,2,,1,,1,,,80,0,2,#DIV/0!,,2
Jr,LB,"Belin, Levern",1989,,37,38,75,0.0,0,0,0,0,0,,0,,1,,0,,,75,0,0,#DIV/0!,,0
JR,DB,"Benson, Bradford",1989,,39,23,62,4.0,13,0,0,1,0,,8,,0,,0,,,62,0,9,#DIV/0!,,9
Jr,DL,"Smith, Mike",1989,,51,6,57,12.0,70,1,20,0,0,,2,,0,,1,,,57,0,2,#DIV/0!,,2
Jr,DT,"Mitchell, Marvin",1989,,37,6,43,1.0,1,0,0,0,0,,1,,0,,0,,,43,0,1,#DIV/0!,1,1
JR,LB,"Godic, Ralph",1989,,13,16,29,2.0,6,0,0,0,0,,0,,0,,1,,,29,0,0,#DIV/0!,,0
JR,DB,"Halligan, Dennis",1989,,0,1,1,0.0,0,0,0,0,0,,0,,0,,0,,,1,0,0,#DIV/0!,,0
Fr,DE,"Thompson, Rudy",1989,,23,13,36,6.0,62,4,46,0,0,,1,,0,,0,,,36,0,1,#DIV/0!,,1
Fr,DB,"Lambert, Ron",1989,,18,10,28,0.0,0,0,0,0,0,,3,,1,,0,,,28,0,3,#DIV/0!,,3
Fr,LB,"Shelhamer, Scott",1989,,5,4,9,0.0,0,0,0,0,0,,0,,0,,0,,,9,0,0,#DIV/0!,,0
FR,DB,"Graves, Terrence",1989,,3,1,4,0.0,0,0,0,0,0,,0,,0,,0,,,4,0,0,#DIV/0!,,0
Fr,DL,"Coleman, Ben",1989,,3,0,3,0.0,0,0,0,1,0,,0,,0,,0,,,3,0,1,#DIV/0!,,1
FR,DE,"Coles, Anthony",1989,,1,0,1,0.0,0,0,0,0,0,,0,,0,,0,,,1,0,0,#DIV/0!,,0
Sr,DB,"Purnsley, Ernie",1988,11,52,71,123,1.0,5,0,0,0,0,,13,,1,,3,,,123,0,13,11.2,1,13
SR,DB,"Mosley, Tony",1988,,53,35,88,1.0,1,0,0,1,1,,14,,2,,2,,,88,0,15,#DIV/0!,,15
SR,DE,"Hooten, Mike",1988,,31,26,57,5.0,21,1,11,0,0,,2,,0,,0,,,57,0,2,#DIV/0!,,2
SR,DE,"Braxton, David",1988,,28,22,50,4.0,30,3,29,2,0,,0,,2,,2,,,50,0,2,#DIV/0!,,2
Sr,DL,"Vaughan, Kelly",1988,,36,10,46,9.0,21,1,1,1,7,,1,,0,,1,,,46,0,2,#DIV/0!,,2
Sr,DB,"Greene, A.J.",1988,11,21,17,38,1.0,8,0,0,4,27,,14,,1,,1,,,38,0,18,3.5,,18
SR,DL,"Agientas, Mark",1988,,13,8,21,1.0,5,1,5,0,0,,2,,0,,0,,,21,0,2,#DIV/0!,,2
SR,DL,"Wagner, Joe",1988,,2,0,2,1.0,8,1,8,0,0,,0,,0,,0,,,2,0,0,#DIV/0!,,0
