Class,Pos,"Name (last, first)",Year,Gms,Solo,Asst,Total,TFL,Yds,Sacks,Yds,Int,Yds,ITD,PBU,QBH,FR,Yd,FF,Blk Kick,Safety,Total Check,Diff,PDF,Tkls/Gm,Tm Rank,PDF
So,LB,"Piedmonte, John",1981,,13,6,19,3.0,,,,0,0,,1,,,,,,,19,0,1,#DIV/0!,,1
SO,LB,"Phiel, David",1981,,7,4,11,0.0,,,,0,0,,0,,,,,,,11,0,0,#DIV/0!,,0
JR,DB,"Threatt, Henderson",1981,,44,16,60,2.0,,,,1,27,,3,,,,,,,60,0,4,#DIV/0!,,4
Jr,LB,"Hammond, Steve",1981,,34,13,47,2.0,,,,1,4,,3,,,,,,,47,0,4,#DIV/0!,,4
JR,LB,"Simon, Kent",1981,,29,18,47,0.0,,,,0,0,,0,,,,,,,47,0,0,#DIV/0!,,0
JR,DT,"Metzler, Eric",1981,,21,18,39,1.0,,,,0,0,,0,,,,,,,39,0,0,#DIV/0!,,0
Jr,DB,"Green, Eddie",1981,,18,15,33,0.0,,,,0,0,,2,,,,,,,33,0,2,#DIV/0!,,2
JR,DE,"Cox, David",1981,,10,11,21,1.0,,,,0,0,,0,,,,,,,21,0,0,#DIV/0!,,0
Jr,DB,"Seay, Andy",1981,,11,6,17,0.0,,,,0,0,,0,,,,,,,17,0,0,#DIV/0!,,0
JR,TE,"Denfield, Phil",1981,,2,0,2,0.0,,,,0,0,,0,,,,,,,2,0,0,#DIV/0!,,0
Fr,DB,"Burgess, Ronnie",1981,,53,16,69,0.0,,,,2,22,,3,,,,,,,69,0,5,#DIV/0!,,5
Fr,DB,"Hairston, Malcom",1981,,39,24,63,4.0,,,,0,0,,4,,,,,,,63,0,4,#DIV/0!,,4
Fr,NG,"Singleton, Randall",1981,,26,15,41,0.0,,,,0,0,,0,,,,,,,41,0,0,#DIV/0!,,0
FR,LB,"Pratapas, Mike",1981,,13,5,18,2.0,,,,0,0,,0,,,,,,,18,0,0,#DIV/0!,,0
Fr,,"Johnson, Donald",1981,,12,6,18,0.0,,,,0,0,,0,,,,,,,18,0,0,#DIV/0!,,0
Fr,LB,"Scott, Tony",1981,,12,2,14,0.0,,,,0,0,,0,,,,,,,14,0,0,#DIV/0!,,0
FR,DE,"Buchanan, Brian",1981,,1,2,3,0.0,,,,0,0,,0,,,,,,,3,0,0,#DIV/0!,,0
Fr,,"Mark, Bruce",1981,,1,0,1,0.0,,,,0,0,,0,,,,,,,1,0,0,#DIV/0!,,0
FR,LB,"Stogner, Stuart",1981,,1,0,1,0.0,,,,0,0,,0,,,,,,,1,0,0,#DIV/0!,,0
SR,LB,"Bradley, Carlos",1980,11,50,92,142,,,,,2,26,,,,,,,,,142,0,2,12.9,1,2
SR,DL,"Crayton, Dwayne",1980,,35,48,83,,,,,0,0,,,,,,,,,83,0,0,#DIV/0!,,0
SR,DE,"Wisher, Mike ",1980,,27,34,61,,,,,0,0,,,,,,,,,61,0,0,#DIV/0!,,0
Sr,DB,"Ingram, Larry",1980,,14,14,28,,,,,2,8,,,,,,,,,28,0,2,#DIV/0!,,2
SR,DB,"Crocker, Derek",1980,,12,8,20,,,,,1,21,,,,,,,,,20,0,1,#DIV/0!,,1
SR,DL,"Blanch, Terry",1980,,4,10,14,,,,,0,0,,,,,,,,,14,0,0,#DIV/0!,,0
Sr,DT,"Ferraro, Jo Jo",1980,,5,3,8,,,,,0,0,,,,,,,,,8,0,0,#DIV/0!,,0
So,LB,"Green, Eddie",1980,,26,34,60,,,,,3,13,,,,,,,,,60,0,3,#DIV/0!,,3
So,DB,"Seay, Andy",1980,,23,28,51,,,,,0,0,,,,,,,,,51,0,0,#DIV/0!,,0
So,LB,"Hammond, Steve",1980,,12,12,24,,,,,0,0,,,,,,,,,24,0,0,#DIV/0!,,0
So,DE,"Salley, Tim",1980,,7,10,17,,,,,0,0,,,,,,,,,17,0,0,#DIV/0!,,0
SO,DB,"Cockerham, Ben",1980,,6,7,13,,,,,0,0,,,,,,,,,13,0,0,#DIV/0!,,0
SO,LB,"Simon, Kent",1980,,7,6,13,,,,,0,0,,,,,,,,,13,0,0,#DIV/0!,,0
SO,DL,"Metzler, Eric",1980,,2,5,7,,,,,0,0,,,,,,,,,7,0,0,#DIV/0!,,0
JR,LB,"Triplett, Joel",1980,11,45,92,137,,,,,4,46,,,,,,,,,137,0,4,12.5,,4
JR,DL,"Brown, Alex",1980,,30,59,89,,,,,0,0,,,,,,,,,89,0,0,#DIV/0!,,0
JR,DB,"King, Landon",1980,,15,12,27,,,,,1,12,,,,,,,,,27,0,1,#DIV/0!,,1
JR,DB,"Swider, John",1980,,13,4,17,,,,,1,0,,,,,,,,,17,0,1,#DIV/0!,,1
Jr,DE,"Yarnell, Eddie",1980,,1,3,4,,,,,0,0,,,,,,,,,4,0,0,#DIV/0!,,0
Fr,DB,"Brown, Pierre",1980,,23,21,44,,,,,3,43,,,,,,,,,44,0,3,#DIV/0!,,3
Fr,DE,"Hodgson, Michael",1980,,5,9,14,,,,,0,0,,,,,,,,,14,0,0,#DIV/0!,,0
Fr,LB,"Litaker, Steve",1980,,1,1,2,,,,,0,0,,,,,,,,,2,0,0,#DIV/0!,,0
Fr,LB,"Piedmonte, John",1980,,1,0,1,,,,,0,0,,,,,,,,,1,0,0,#DIV/0!,,0
,,"Maxwell, Mike",1980,,31,28,59,,,,,0,0,,,,,,,,,59,0,0,#DIV/0!,,0
,LB,"Vogler, Terry",1980,,15,17,32,,,,,0,0,,,,,,,,,32,0,0,#DIV/0!,,0
,,"Eberle, Paul",1980,,9,5,14,,,,,0,0,,,,,,,,,14,0,0,#DIV/0!,,0
,DT,"Tatko, Ken",1980,,3,11,14,,,,,0,0,,,,,,,,,14,0,0,#DIV/0!,,0
,OL,"Vernon, Lee",1980,,0,3,3,,,,,0,0,,,,,,,,,3,0,0,#DIV/0!,,0
Sr,NT,"Parker, James",1979,11,93,53,146,,,,,0,0,,,,,,,,,146,0,0,13.3,,0
SR,LB,"Hester, Marc",1979,11,83,61,144,,,,,0,0,,,,,,,,,144,0,0,13.1,,0
SR,DB,"Lancaster, Mark",1979,,46,40,86,,,,,2,19,,,,,,,,,86,0,2,#DIV/0!,,2
SR,DT,"Vance, Steve",1979,,25,31,56,,,,,0,0,,,,,,,,,56,0,0,#DIV/0!,,0
SR,WR,"Crocker, Derek",1979,,19,7,26,,,,,4,87,,,,,,,,,26,0,4,#DIV/0!,,4
SR,DB,"Ervin, George",1979,,12,10,22,,,,,1,2,,,,,,,,,22,0,1,#DIV/0!,,1
SR,DE,"Haupt, Mac",1979,,8,4,12,,,,,0,0,,,,,,,,,12,0,0,#DIV/0!,,0
SR,LB,"Dadouris, Rick",1979,,2,3,5,,,,,0,0,,,,,,,,,5,0,0,#DIV/0!,,0
So,DE,"Yarnell, Eddie",1979,,31,26,57,,,,,0,0,,,,,,,,,57,0,0,#DIV/0!,,0
SO,QB,"King, Landon",1979,,29,23,52,,,,,2,24,,,,,,,,,52,0,2,#DIV/0!,,2
SO,LB,"Triplett, Joel",1979,,9,8,17,,,,,1,17,,,,,,,,,17,0,1,#DIV/0!,,1
JR,LB,"Bradley, Carlos",1979,11,90,67,157,,,,,0,0,,,,,,,,,157,0,0,14.3,1,0
JR,DT,"Crayton, Dwayne",1979,,64,40,104,,,,,0,0,,,,,,,,,104,0,0,#DIV/0!,,0
JR,DE,"Wisher, Mike ",1979,,25,25,50,,,,,0,0,,,,,,,,,50,0,0,#DIV/0!,,0
JR,DB,"Owens, Lewis",1979,,19,14,33,,,,,0,0,,,,,,,,,33,0,0,#DIV/0!,,0
JR,DE,"Maxwell, Mike",1979,,7,13,20,,,,,0,0,,,,,,,,,20,0,0,#DIV/0!,,0
JR,DT,"Ferraro, Jo Jo",1979,,12,7,19,,,,,0,0,,,,,,,,,19,0,0,#DIV/0!,,0
JR,DB,"Ingram, Larry",1979,,6,10,16,,,,,3,9,,,,,,,,,16,0,3,#DIV/0!,,3
JR,LB,"Eberle, Paul",1979,,7,9,16,,,,,0,0,,,,,,,,,16,0,0,#DIV/0!,,0
JR,DT,"Brown, Alex",1979,,7,3,10,,,,,0,0,,,,,,,,,10,0,0,#DIV/0!,,0
JR,OG,"Blanch, Terry",1979,,7,2,9,,,,,0,0,,,,,,,,,9,0,0,#DIV/0!,,0
JR,DN,"Jackson, Donnie",1979,,2,4,6,,,,,1,17,,,,,,,,,6,0,1,#DIV/0!,,1
JR,FL,"Duckett, Kenny",1979,,1,0,1,,,,,0,0,,,,,,,,,1,0,0,#DIV/0!,,0
Fr,DB,"Green, Eddie",1979,,17,5,22,,,,,1,0,,,,,,,,,22,0,1,#DIV/0!,,1
Fr,DB,"Seay, Andy",1979,,5,5,10,,,,,0,0,,,,,,,,,10,0,0,#DIV/0!,,0
Fr,DE,"Salley, Tim",1979,,0,3,3,,,,,0,0,,,,,,,,,3,0,0,#DIV/0!,,0
Sr,S,"Royster, James",1978,10,59,30,89,,,0,,4,0,,3,,1,,2,,,89,0,7,8.9,,7
Sr,DT,"Hopkins, Bruce",1978,,53,25,78,,,2,,0,0,,0,,1,,0,,,78,0,0,#DIV/0!,,0
SR,DE,"Osborne, C.D.",1978,,24,10,34,,,1,,0,0,,0,,0,,0,,,34,0,0,#DIV/0!,1,0
SR,DB,"Mattiko, Mark",1978,,16,7,23,,,0,,1,12,,0,,0,,1,,,23,0,1,#DIV/0!,,1
SO,LB,"Bradley, Carlos",1978,10,79,48,127,,,0,,0,0,,1,,2,,0,,,127,0,1,12.7,1,1
SO,DE,"Wisher, Mike ",1978,,32,55,87,,,1,,0,0,,1,,1,,0,,,87,0,1,#DIV/0!,,1
SO,DT,"Crayton, Dwayne",1978,,44,29,73,,,5,,0,0,,0,,2,,2,,,73,0,0,#DIV/0!,,0
SO,LB,"Eberle, Paul",1978,,11,19,30,,,1,,0,0,,0,,0,,0,,,30,0,0,#DIV/0!,,0
SO,DB,"Ingram, Larry",1978,,15,12,27,,,0,,2,12,,2,,0,,1,,,27,0,4,#DIV/0!,,4
SO,DB,"Jackson, Donnie",1978,,16,9,25,,,0,,1,0,,0,,0,,2,,,25,0,1,#DIV/0!,,1
SO,DE,"Maxwell, Mike",1978,,10,12,22,,,0,,1,15,,0,,0,,0,,,22,0,1,#DIV/0!,,1
SO,DT,"Brown, Alex",1978,,7,5,12,,,1,,0,0,,0,,0,,1,,,12,0,0,#DIV/0!,,0
SO,DT,"Ferraro, Jo Jo",1978,,6,5,11,,,0,,0,0,,0,,0,,0,,,11,0,0,#DIV/0!,,0
SO,DB,"Owens, Lewis",1978,,8,3,11,,,0,,0,0,,0,,0,,0,,,11,0,0,#DIV/0!,,0
SO,LB,"Anderson, Ray",1978,,5,2,7,,,0,,0,0,,0,,0,,0,,,7,0,0,#DIV/0!,,0
SO,NG,"Truitt, Steve",1978,,4,2,6,,,0,,0,0,,0,,1,,0,,,6,0,0,#DIV/0!,,0
JR,LB,"Hester, Marc",1978,,71,55,126,,,0,,1,0,,1,,2,,0,,,126,0,2,#DIV/0!,,2
Jr,NT,"Parker, James",1978,,80,36,116,,,1,,1,6,,3,,0,,2,,,116,0,4,#DIV/0!,,4
JR,DB,"Lancaster, Mark",1978,,51,33,84,,,0,,1,13,,2,,1,,5,,,84,0,3,#DIV/0!,,3
JR,TB,"Ervin, George",1978,,43,16,59,,,0,,2,0,,1,,1,,0,,,59,0,3,#DIV/0!,,3
JR,LB,"Dadouris, Rick",1978,,13,7,20,,,0,,0,0,,0,,0,,1,,,20,0,0,#DIV/0!,,0
JR,DT,"Vance, Steve",1978,,11,8,19,,,0,,0,0,,0,,0,,1,,,19,0,0,#DIV/0!,,0
JR,LB,"Dorsey, Larry",1978,,10,6,16,,,0,,0,0,,0,,0,,1,,,16,0,0,#DIV/0!,,0
JR,C,"Dadouris, Jim",1978,,5,2,7,,,0,,0,0,,0,,0,,0,,,7,0,0,#DIV/0!,,0
JR,DB,"Soto, John",1978,,4,2,6,,,0,,0,0,,0,,0,,0,,,6,0,0,#DIV/0!,,0
Fr,DE,"Yarnell, Eddie",1978,,40,32,72,,,0,,0,0,,0,,2,,1,,,72,0,0,#DIV/0!,,0
Fr,,"Hammond, Steve",1978,,19,4,23,,,0,,0,0,,0,,0,,0,,,23,0,0,#DIV/0!,,0
Sr,LB,"Cervi, Don",1977,,61,26,87,3.0,4,2,2,3,36,,0,,1,,2,,,87,0,3,#DIV/0!,,3
SR,LB,"Walker, Ed",1977,,58,20,78,4.0,6,0,1,0,0,,1,,0,,0,,,78,0,1,#DIV/0!,,1
SR,DB,"Smading, Dan",1977,,45,15,60,4.0,8,3,5,1,2,,3,,0,,0,,,60,0,4,#DIV/0!,,4
Sr,DT,"Check, Steve",1977,,30,12,42,4.0,8,3,7,0,0,,0,,2,,0,,,42,0,0,#DIV/0!,,0
SO,DB,"Lancaster, Mark",1977,,82,37,119,2.0,11,1,9,3,28,,2,,2,,1,,,119,0,5,#DIV/0!,,5
SO,TE,"Vick, Gerry",1977,,44,24,68,7.0,14,5,10,1,48,,0,,1,,1,,,68,0,1,#DIV/0!,,1
SO,LB,"Hester, Marc",1977,,42,10,52,2.0,2,0,0,1,8,,0,,0,,1,,,52,0,1,#DIV/0!,,1
SO,DB,"Tice, Reggie",1977,,31,9,40,2.0,8,1,4,0,0,,1,,0,,0,,,40,0,1,#DIV/0!,,1
SO,DT,"Armstrong, Frank",1977,,27,4,31,1.0,10,1,10,0,0,,1,,0,,1,,,31,0,1,#DIV/0!,,1
SO,DE,"Vance, Steve",1977,,15,10,25,7.0,23,5,20,0,0,,0,,1,,0,,,25,0,0,#DIV/0!,,0
So,NT,"Parker, James",1977,,11,10,21,2.0,18,1,13,,,,,,,,,,,21,0,0,#DIV/0!,,0
Jr,DT,"Hopkins, Bruce",1977,,44,9,53,7.0,20,6,18,0,0,,2,,0,,0,,,53,0,2,#DIV/0!,,2
JR,NG,"Turner, Reuben",1977,,35,11,46,6.0,26,5,24,0,0,,1,,0,,1,,,46,0,1,#DIV/0!,,1
Jr,S,"Royster, James",1977,11,24,6,30,1.0,5,0,0,5,74,,7,,0,,1,,,30,0,12,2.7,,12
JR,DE,"Osborne, C.D.",1977,,19,6,25,2.0,12,2,12,0,0,,0,,0,,1,,,25,0,0,#DIV/0!,,0
FR,LB,"Bradley, Carlos",1977,1,5,0,5,,,,,,,,,,,,,,,5,0,,,,0
Sr,FS,"Armstrong, Bill",1976,11,83,45,128,0.0,0,0,,3,31,,4,,1,,4,0,,128,0,7,11.6,1,7
Sr,DT,"Bryce, John",1976,,57,31,88,9.0,48,6,,0,0,,0,,2,,2,0,,88,0,0,#DIV/0!,,0
SR,DE,"Sabia, John",1976,,53,23,76,8.0,44,4,,1,19,,0,,2,,2,1,,76,0,1,#DIV/0!,,1
Sr,LB,"Carroll, Randy",1976,,43,28,71,6.0,18,2,,1,0,,1,,0,,0,0,,71,0,2,#DIV/0!,,2
SR,DE,"LaCrosse, Dave",1976,,37,31,68,9.0,37,6,,0,0,,0,,0,,1,0,,68,0,0,#DIV/0!,,0
SR,S,"LaVallee, Mike",1976,,36,11,47,7.0,43,1,,1,0,,2,,1,,0,0,,47,0,3,#DIV/0!,,3
SR,LB,"Giblin, Terry",1976,,9,4,13,0.0,0,0,,0,0,,0,,0,,0,0,,13,0,0,#DIV/0!,,0
Sr,CB,"McDonald, Ed",1976,,8,1,9,0.0,0,0,,0,0,,0,,1,,0,0,,9,0,0,#DIV/0!,,0
SR,DE,"Rogers, Larry",1976,,6,2,8,3.0,31,3,,0,0,,0,,0,,0,0,,8,0,0,#DIV/0!,,0
SO,NG,"Turner, Reuben",1976,,42,21,63,1.0,1,0,,0,0,,0,,0,,0,0,,63,0,0,#DIV/0!,,0
So,S,"Royster, James",1976,11,24,10,34,1.0,1,1,,4,18,,4,,1,,0,0,,34,0,8,3.1,,8
So,DT,"Hopkins, Bruce",1976,,18,12,30,1.0,2,0,,0,0,,0,,0,,0,0,,30,0,0,#DIV/0!,,0
SO,S,"Mattiko, Mark",1976,,5,1,6,0.0,0,0,,0,0,,0,,0,,0,0,,6,0,0,#DIV/0!,,0
Jr,LB,"Cervi, Don",1976,,57,27,84,1.0,8,1,8,2,13,,3,,2,,0,1,,84,0,5,#DIV/0!,,5
Jr,DT,"Check, Steve",1976,,47,23,70,5.0,14,3,,0,0,,0,,1,,0,0,,70,0,0,#DIV/0!,,0
JR,LB,"Walker, Ed",1976,,26,18,44,0.0,0,0,,0,0,,0,,0,,0,0,,44,0,0,#DIV/0!,,0
JR,CB,"Smading, Dan",1976,,23,8,31,2.0,5,0,,1,0,,1,,2,,1,0,,31,0,2,#DIV/0!,,2
JR,DE,"Lloyd, Jim",1976,,19,5,24,0.0,0,0,,0,0,,0,,3,,0,0,,24,0,0,#DIV/0!,,0
JR,FS,"Spilsbury, Kris",1976,,8,6,14,0.0,0,0,,0,0,,0,,0,,0,0,,14,0,0,#DIV/0!,,0
JR,DT,"Dumster, Jim",1976,,9,3,12,1.0,4,1,,0,0,,0,,0,,0,0,,12,0,0,#DIV/0!,,0
Fr,NG,"Parker, James",1976,,29,6,35,4.0,31,3,,0,0,,1,,0,,1,0,,35,0,1,#DIV/0!,,1
,LB,"Carter, Ken",1976,,4,2,6,0.0,0,0,,1,4,,0,,1,,1,0,,6,0,1,#DIV/0!,,1
SR,DB,"Richards, Bob",1975,,39,26,65,2.0,3,0,,0,0,,1,,0,,,0,,65,0,1,#DIV/0!,,1
SR,DE,"Benfield, Doug",1975,,42,16,58,5.0,29,5,,0,0,,1,,3,,,0,,58,0,1,#DIV/0!,,1
SR,LB,"Hopkins, Gerald",1975,,32,24,56,6.0,19,3,,0,0,,1,,1,,,0,,56,0,1,#DIV/0!,,1
SR,DB,"Bryant, John",1975,,5,3,8,0.0,0,0,,0,0,,0,,0,,,2,,8,0,0,#DIV/0!,,0
SR,OT,"Anderson, Mark",1975,,0,1,0,0.0,0,0,,0,0,,0,,0,,,0,,1,1,0,#DIV/0!,,0
SO,DT,"Lloyd, Jim",1975,,56,23,79,4.0,25,3,,0,0,,0,,1,,,0,,79,0,0,#DIV/0!,,0
So,LB,"Cervi, Don",1975,,41,20,61,1.0,1,1,,0,0,,1,,0,,,0,,61,0,1,#DIV/0!,,1
SO,DT,"Dumster, Jim",1975,,20,16,36,3.0,12,1,,0,0,,0,,0,,,0,,36,0,0,#DIV/0!,,0
SO,RB,"Sabia, John",1975,,20,7,27,3.0,7,0,,0,0,,0,,1,,,0,,27,0,0,#DIV/0!,,0
SO,DB,"Burr, Richard",1975,,15,6,21,1.0,2,0,,0,0,,0,,0,,,0,,21,0,0,#DIV/0!,,0
SO,WR,"Smading, Dan",1975,,11,2,13,0.0,0,0,,1,0,,1,,0,,,0,,13,0,2,#DIV/0!,,2
SO,MG,"Frangiosa, Carmen",1975,,8,4,12,0.0,0,0,,0,0,,0,,1,,,0,,12,0,0,#DIV/0!,,0
So,DT,"Check, Steve",1975,,5,5,10,1.0,1,1,,0,0,,0,,0,,,0,,10,0,0,#DIV/0!,,0
SO,LB,"Athas, Terry",1975,,3,2,5,0.0,0,0,,0,0,,0,,0,,,0,,5,0,0,#DIV/0!,,0
Jr,FS,"Armstrong, Bill",1975,11,123,54,177,5.0,16,3,,3,51,,5,,3,,,0,,177,0,8,16.1,,8
Jr,MG,"Bryce, John",1975,,57,39,96,5.0,13,4,,0,0,,1,,1,,,2,,96,0,1,#DIV/0!,,1
JR,DE,"LaCrosse, Dave",1975,,39,15,54,7.0,54,4,,0,0,,3,,2,,,0,,54,0,3,#DIV/0!,,3
JR,DB,"LaVallee, Mike",1975,,27,13,40,2.0,8,1,,1,9,,2,,0,,,0,,40,0,3,#DIV/0!,,3
Jr,LB-P,"Carroll, Randy",1975,,20,17,37,2.0,2,1,,1,0,,0,,1,,,0,,37,0,1,#DIV/0!,,1
Jr,DB,"McDonald, Ed",1975,,25,11,36,0.0,0,0,,3,74,,4,,1,,,0,,36,0,7,#DIV/0!,,7
JR,LB,"Giblin, Terry",1975,,14,7,21,4.0,12,1,,0,0,,0,,0,,,0,,21,0,0,#DIV/0!,,0
JR,LB,"Curry, Carl",1975,,10,9,19,2.0,2,0,,0,0,,2,,0,,,0,,19,0,2,#DIV/0!,,2
JR,DE,"Tilley, Lou",1975,,9,4,13,2.0,10,1,,0,0,,0,,1,,,0,,13,0,0,#DIV/0!,,0
JR,DT,"White, Dan",1975,,3,7,10,0.0,0,0,,0,0,,0,,0,,,0,,10,0,0,#DIV/0!,,0
JR,DT,"Rogers, Larry",1975,,8,1,9,1.0,6,0,,0,0,,0,,0,,,0,,9,0,0,#DIV/0!,,0
Fr,,"Hopkins, Bruce",1975,,33,3,36,2.0,15,1,,0,0,,0,,0,,,0,,36,0,0,#DIV/0!,,0
Fr,S,"Royster, James",1975,5,14,2,16,0.0,0,0,,0,0,,2,,0,,,0,,16,0,2,3.2,,2
,,"Harris, J.D.",1975,,18,8,26,4.0,21,2,,0,0,,2,,0,,,0,,26,0,2,#DIV/0!,,2
SR,LB,"Mebs, David",1974,10,64,63,127,4.0,19,1,,0,0,,0,,3,,,0,,127,0,0,12.7,1,0
SR,DB,"Horne, Spencer",1974,,40,18,58,2.0,5,1,,3,18,,1,,3,,,0,,58,0,4,#DIV/0!,,4
Sr,DT,"Bartholomew, Dave",1974,,29,20,49,7.0,51,5,24,0,0,,1,,1,,,0,,49,0,1,#DIV/0!,,1
Sr,DT,"Allen, Lee",1974,,29,19,48,5.0,10,3,,0,0,,1,,0,,,0,,48,0,1,#DIV/0!,,1
SR,DE,"Gregory, Rick",1974,,24,18,42,1.0,8,1,,0,0,,0,,1,,,0,,42,0,0,#DIV/0!,,0
Sr,DT-MG,"Carter, Keith",1974,,24,11,35,3.0,3,1,,0,0,,0,,1,,,0,,35,0,0,#DIV/0!,,0
SR,DB,"Lockridge, Tom",1974,,22,6,28,0.0,0,0,,0,0,,0,,1,,,1,,28,0,0,#DIV/0!,,0
SR,DB,"Stits, Randy",1974,,15,8,23,0.0,0,0,,1,6,,0,,0,,,0,,23,0,1,#DIV/0!,,1
SR,DE,"Sigmon, Henry",1974,,3,3,6,0.0,0,0,,0,0,,0,,0,,,0,,6,0,0,#DIV/0!,,0
Sr,TE,"Brendel, Dean",1974,,2,0,3,0.0,0,0,,0,0,,0,,0,,,0,,2,-1,0,#DIV/0!,,0
So,LB,"Carroll, Randy",1974,,68,41,109,11.0,64,5,,0,0,,2,,2,,,0,,109,0,2,#DIV/0!,,2
So,FS,"Armstrong, Bill",1974,,65,32,97,1.0,1,0,,0,0,,0,,0,,,0,,97,0,0,#DIV/0!,,0
So,MG,"Bryce, John",1974,,36,20,56,6.0,30,4,,0,0,,1,,0,,,0,,56,0,1,#DIV/0!,,1
SO,DT,"LaCrosse, Dave",1974,,26,16,42,9.0,30,6,,0,0,,1,,1,,,0,,42,0,1,#DIV/0!,,1
So,DB,"McDonald, Ed",1974,,27,9,36,2.0,4,0,,4,80,,3,,0,,,0,,36,0,7,#DIV/0!,,7
SO,DB,"Hegh, Gary",1974,,24,8,32,4.0,11,2,,0,0,,0,,0,,,0,,32,0,0,#DIV/0!,,0
SO,DE,"Tilley, Lou",1974,,11,8,19,3.0,23,1,,0,0,,0,,1,,,0,,19,0,0,#DIV/0!,,0
SO,LB,"Giblin, Terry",1974,,8,3,11,0.0,0,0,,0,0,,0,,0,,,0,,11,0,0,#DIV/0!,,0
So,LB,"Curry, Carl",1974,,3,0,4,0.0,0,0,,0,0,,0,,0,,,0,,3,-1,0,#DIV/0!,,0
So,K,"Bunch, Joe",1974,,0,2,2,0.0,0,0,,0,0,,0,,0,,,0,,2,0,0,#DIV/0!,,0
SO,WR,"LaVallee, Mike",1974,,1,1,2,0.0,0,0,,0,0,,0,,0,,,0,,2,0,0,#DIV/0!,,0
Jr,DE,"Benfield, Doug",1974,,31,21,52,5.0,24,3,,0,0,,0,,1,,,0,,52,0,0,#DIV/0!,,0
JR,DB,"Richards, Bob",1974,,28,14,42,2.0,15,2,,0,0,,3,,3,,,0,,42,0,3,#DIV/0!,,3
JR,LB,"Hopkins, Gerald",1974,,11,4,15,1.0,13,1,,0,0,,0,,0,,,0,,15,0,0,#DIV/0!,,0
Jr,DB,"Bryant, John",1974,,7,2,9,0.0,0,0,,0,0,,0,,0,,,0,,9,0,0,#DIV/0!,,0
JR,C,"Firquin, Kevin",1974,,1,1,2,0.0,0,0,,0,0,,0,,0,,,0,,2,0,0,#DIV/0!,,0
JR,DB,"Wiatr, Dave",1974,,0,1,1,0.0,0,0,,0,0,,0,,1,,,0,,1,0,0,#DIV/0!,,0
FR,RB,"Sabia, John",1974,,27,8,35,4.0,37,3,,0,0,,1,,1,,,0,,35,0,1,#DIV/0!,,1
FR,MG,"Frangiosa, Carmen",1974,,23,7,30,1.0,3,0,,0,0,,0,,1,,,0,,30,0,0,#DIV/0!,,0
FR,DL,"Geiger, Rich",1974,,9,5,14,2.0,6,2,,0,0,,0,,0,,,0,,14,0,0,#DIV/0!,,0
Fr,DT,"Check, Steve",1974,,4,4,8,0.0,0,0,,0,0,,0,,0,,,0,,8,0,0,#DIV/0!,,0
Fr,DB,"Burr, Richard",1974,,3,0,4,0.0,0,0,,0,0,,0,,0,,,0,,3,-1,0,#DIV/0!,,0
FR,DB,"Zeglinski, John",1974,,3,0,4,0.0,0,0,,0,0,,0,,0,,,0,,3,-1,0,#DIV/0!,,0
FR,OL,"Hareza, Joe",1974,,0,3,3,0.0,0,0,,0,0,,0,,0,,,0,,3,0,0,#DIV/0!,,0
Fr,TE,"Cervi, Don",1974,,2,0,2,0.0,0,0,,0,0,,0,,0,,,0,,2,0,0,#DIV/0!,,0
Sr,LB,"Colavito, Steve",1973,,63,45,108,3.0,15,,,2,28,,0,,3,,,0,,108,0,2,#DIV/0!,,2
Sr,DE,"Hardin, John",1973,,48,31,79,3.0,29,,,0,0,,1,,2,,,0,,79,0,1,#DIV/0!,,1
Sr,DB,"Sievers, Rich",1973,,38,19,57,0.0,0,,,3,18,,2,,1,,,0,,57,0,5,#DIV/0!,,5
Sr,DB,"Glasco, Felix",1973,,32,19,51,2.0,8,,,1,26,,1,,2,,,1,,51,0,2,#DIV/0!,,2
Sr,DB,"Fischer, Tim",1973,,10,13,23,0.0,0,,,1,0,,0,,0,,,0,,23,0,1,#DIV/0!,,1
Sr,DT,"Croom, Dan",1973,,7,4,11,1.0,3,,,0,0,,0,,0,,,0,,11,0,0,#DIV/0!,,0
Sr,DE,"Sigmon, Henry",1973,,2,5,7,1.0,1,,,0,0,,0,,0,,,0,,7,0,0,#DIV/0!,,0
Sr,OG,"Miller, Bruce",1973,,1,1,2,0.0,0,,,0,0,,0,,0,,,0,,2,0,0,#DIV/0!,,0
Sr,DT,"Rogers, Allen",1973,,0,1,1,0.0,0,,,0,0,,0,,0,,,0,,1,0,0,#DIV/0!,,0
So,DE,"Benfield, Doug",1973,,27,9,36,1.0,11,,,0,0,,1,,1,,,0,,36,0,1,#DIV/0!,,1
SO,NT,"Anderson, Tom",1973,,6,2,8,0.0,0,,,0,0,,0,,0,,,0,,8,0,0,#DIV/0!,,0
So,OG,"Cartwright, Jerry",1973,,1,0,1,0.0,0,,,0,0,,0,,0,,,0,,1,0,0,#DIV/0!,,0
So,C,"Firquin, Kevin",1973,,1,0,1,0.0,0,,,0,0,,0,,0,,,0,,1,0,0,#DIV/0!,,0
So,PT,"Henderson, Lew",1973,,0,1,1,0.0,0,,,0,0,,0,,0,,,0,,1,0,0,#DIV/0!,,0
Jr,LB,"Mebs, David",1973,,60,52,112,2.0,5,,,0,0,,0,,1,,,0,,112,0,0,#DIV/0!,,0
